torque,speed,time
-0.010000,0.000000,2024-12-23 16:26:23
-0.010000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:23
0.000000,0.000000,2024-12-23 16:26:24
0.000000,0.000000,2024-12-23 16:26:24
0.000000,0.000000,2024-12-23 16:26:24
0.000000,0.000000,2024-12-23 16:26:24
0.000000,0.000000,2024-12-23 16:26:24
0.000000,0.000000,2024-12-23 16:26:24
0.000000,0.000000,2024-12-23 16:26:24
0.000000,0.000000,2024-12-23 16:26:24
0.000000,0.000000,2024-12-23 16:26:24
0.000000,0.000000,2024-12-23 16:26:24
0.000000,0.000000,2024-12-23 16:26:25
0.000000,0.000000,2024-12-23 16:26:25
0.000000,0.000000,2024-12-23 16:26:25
0.000000,0.000000,2024-12-23 16:26:25
0.000000,0.000000,2024-12-23 16:26:25
0.000000,0.000000,2024-12-23 16:26:25
0.000000,0.000000,2024-12-23 16:26:25
0.000000,0.000000,2024-12-23 16:26:25
0.000000,0.000000,2024-12-23 16:26:25
0.000000,0.000000,2024-12-23 16:26:25
0.000000,0.000000,2024-12-23 16:26:26
0.000000,0.000000,2024-12-23 16:26:26
0.000000,0.000000,2024-12-23 16:26:26
0.000000,0.000000,2024-12-23 16:26:26
0.000000,0.000000,2024-12-23 16:26:26
0.000000,0.000000,2024-12-23 16:26:26
0.000000,0.000000,2024-12-23 16:26:26
0.000000,0.000000,2024-12-23 16:26:26
0.000000,0.000000,2024-12-23 16:26:26
0.000000,0.000000,2024-12-23 16:26:26
0.000000,0.000000,2024-12-23 16:26:27
0.000000,0.000000,2024-12-23 16:26:27
0.000000,0.000000,2024-12-23 16:26:27
0.000000,0.000000,2024-12-23 16:26:27
0.000000,0.000000,2024-12-23 16:26:27
0.000000,0.000000,2024-12-23 16:26:27
0.000000,0.000000,2024-12-23 16:26:27
0.000000,0.000000,2024-12-23 16:26:27
0.000000,0.000000,2024-12-23 16:26:27
0.000000,0.000000,2024-12-23 16:26:27
0.000000,0.000000,2024-12-23 16:26:28
0.000000,0.000000,2024-12-23 16:26:28
0.000000,0.000000,2024-12-23 16:26:28
0.000000,0.000000,2024-12-23 16:26:28
0.000000,0.000000,2024-12-23 16:26:28
0.000000,0.000000,2024-12-23 16:26:28
0.000000,0.000000,2024-12-23 16:26:28
0.000000,0.000000,2024-12-23 16:26:28
0.000000,0.000000,2024-12-23 16:26:28
0.000000,0.000000,2024-12-23 16:26:28
0.000000,0.000000,2024-12-23 16:26:29
0.000000,0.000000,2024-12-23 16:26:29
0.000000,0.000000,2024-12-23 16:26:29
0.000000,0.000000,2024-12-23 16:26:29
0.000000,0.000000,2024-12-23 16:26:29
0.000000,0.000000,2024-12-23 16:26:29
0.000000,0.000000,2024-12-23 16:26:29
0.000000,0.000000,2024-12-23 16:26:29
0.000000,0.000000,2024-12-23 16:26:29
0.000000,0.000000,2024-12-23 16:26:29
0.000000,0.000000,2024-12-23 16:26:30
0.000000,0.000000,2024-12-23 16:26:30
0.000000,0.000000,2024-12-23 16:26:30
0.000000,0.000000,2024-12-23 16:26:30
0.000000,0.000000,2024-12-23 16:26:30
0.000000,0.000000,2024-12-23 16:26:30
0.000000,0.000000,2024-12-23 16:26:30
0.000000,0.000000,2024-12-23 16:26:30
0.000000,0.000000,2024-12-23 16:26:30
0.000000,0.000000,2024-12-23 16:26:30
0.000000,0.000000,2024-12-23 16:26:31
0.000000,0.000000,2024-12-23 16:26:31
0.000000,0.000000,2024-12-23 16:26:31
0.000000,0.000000,2024-12-23 16:26:31
0.000000,0.000000,2024-12-23 16:26:31
0.000000,0.000000,2024-12-23 16:26:31
0.000000,0.000000,2024-12-23 16:26:31
0.000000,0.000000,2024-12-23 16:26:31
0.000000,0.000000,2024-12-23 16:26:31
0.000000,0.000000,2024-12-23 16:26:32
0.000000,0.000000,2024-12-23 16:26:32
0.000000,0.000000,2024-12-23 16:26:32
0.000000,0.000000,2024-12-23 16:26:32
0.000000,0.000000,2024-12-23 16:26:32
0.000000,0.000000,2024-12-23 16:26:32
0.000000,0.000000,2024-12-23 16:26:32
0.000000,0.000000,2024-12-23 16:26:32
0.000000,0.000000,2024-12-23 16:26:32
0.000000,0.000000,2024-12-23 16:26:32
0.000000,0.000000,2024-12-23 16:26:33
0.000000,0.000000,2024-12-23 16:26:33
0.000000,0.000000,2024-12-23 16:26:33
0.000000,0.000000,2024-12-23 16:26:33
0.000000,0.000000,2024-12-23 16:26:33
0.000000,0.000000,2024-12-23 16:26:33
0.000000,0.000000,2024-12-23 16:26:33
0.000000,0.000000,2024-12-23 16:26:33
0.000000,0.000000,2024-12-23 16:26:33
0.000000,0.000000,2024-12-23 16:26:33
0.000000,0.000000,2024-12-23 16:26:34
0.000000,0.000000,2024-12-23 16:26:34
0.000000,0.000000,2024-12-23 16:26:34
0.000000,0.000000,2024-12-23 16:26:34
0.000000,0.000000,2024-12-23 16:26:34
0.000000,0.000000,2024-12-23 16:26:34
0.000000,0.000000,2024-12-23 16:26:34
0.000000,0.000000,2024-12-23 16:26:34
0.000000,0.000000,2024-12-23 16:26:34
0.000000,0.000000,2024-12-23 16:26:34
0.000000,0.000000,2024-12-23 16:26:35
0.000000,0.000000,2024-12-23 16:26:35
0.000000,0.000000,2024-12-23 16:26:35
0.000000,0.000000,2024-12-23 16:26:35
0.000000,0.000000,2024-12-23 16:26:35
0.000000,0.000000,2024-12-23 16:26:35
0.000000,0.000000,2024-12-23 16:26:35
0.000000,0.000000,2024-12-23 16:26:35
0.000000,0.000000,2024-12-23 16:26:35
0.000000,0.000000,2024-12-23 16:26:35
0.000000,0.000000,2024-12-23 16:26:36
0.000000,0.000000,2024-12-23 16:26:36
0.000000,0.000000,2024-12-23 16:26:36
0.000000,0.000000,2024-12-23 16:26:36
0.000000,0.000000,2024-12-23 16:26:36
0.000000,0.000000,2024-12-23 16:26:36
0.000000,0.000000,2024-12-23 16:26:36
0.000000,0.000000,2024-12-23 16:26:36
0.000000,0.000000,2024-12-23 16:26:36
0.000000,0.000000,2024-12-23 16:26:36
-0.010000,13.000000,2024-12-23 16:26:37
-0.060000,197.000000,2024-12-23 16:26:37
-0.130000,536.000000,2024-12-23 16:26:37
-0.110000,817.000000,2024-12-23 16:26:37
-0.090000,1024.000000,2024-12-23 16:26:37
-0.070000,1177.000000,2024-12-23 16:26:37
-0.060000,1276.000000,2024-12-23 16:26:37
-0.050000,1345.000000,2024-12-23 16:26:37
-0.040000,1389.000000,2024-12-23 16:26:37
-0.030000,1418.000000,2024-12-23 16:26:37
-0.030000,1437.000000,2024-12-23 16:26:38
-0.030000,1449.000000,2024-12-23 16:26:38
-0.030000,1457.000000,2024-12-23 16:26:38
-0.030000,1462.000000,2024-12-23 16:26:38
-0.030000,1466.000000,2024-12-23 16:26:38
-0.030000,1469.000000,2024-12-23 16:26:38
-0.030000,1470.000000,2024-12-23 16:26:38
-0.020000,1471.000000,2024-12-23 16:26:38
-0.020000,1472.000000,2024-12-23 16:26:38
-0.020000,1473.000000,2024-12-23 16:26:38
-0.030000,1473.000000,2024-12-23 16:26:39
-0.030000,1474.000000,2024-12-23 16:26:39
-0.030000,1474.000000,2024-12-23 16:26:39
-0.030000,1474.000000,2024-12-23 16:26:39
-0.030000,1475.000000,2024-12-23 16:26:39
-0.030000,1475.000000,2024-12-23 16:26:39
-0.030000,1475.000000,2024-12-23 16:26:39
-0.030000,1475.000000,2024-12-23 16:26:39
-0.030000,1475.000000,2024-12-23 16:26:39
-0.030000,1475.000000,2024-12-23 16:26:39
-0.030000,1476.000000,2024-12-23 16:26:40
-0.030000,1476.000000,2024-12-23 16:26:40
-0.030000,1476.000000,2024-12-23 16:26:40
-0.030000,1476.000000,2024-12-23 16:26:40
-0.030000,1476.000000,2024-12-23 16:26:40
-0.030000,1476.000000,2024-12-23 16:26:40
-0.030000,1476.000000,2024-12-23 16:26:40
-0.030000,1476.000000,2024-12-23 16:26:40
-0.030000,1476.000000,2024-12-23 16:26:40
-0.030000,1476.000000,2024-12-23 16:26:40
-0.030000,1476.000000,2024-12-23 16:26:41
-0.030000,1477.000000,2024-12-23 16:26:41
-0.030000,1477.000000,2024-12-23 16:26:41
-0.030000,1477.000000,2024-12-23 16:26:41
-0.030000,1477.000000,2024-12-23 16:26:41
-0.030000,1477.000000,2024-12-23 16:26:41
-0.030000,1477.000000,2024-12-23 16:26:41
-0.030000,1477.000000,2024-12-23 16:26:41
-0.030000,1477.000000,2024-12-23 16:26:41
-0.030000,1477.000000,2024-12-23 16:26:41
-0.030000,1477.000000,2024-12-23 16:26:42
-0.030000,1477.000000,2024-12-23 16:26:42
-0.030000,1477.000000,2024-12-23 16:26:42
-0.030000,1477.000000,2024-12-23 16:26:42
-0.030000,1477.000000,2024-12-23 16:26:42
-0.030000,1477.000000,2024-12-23 16:26:42
-0.030000,1477.000000,2024-12-23 16:26:42
-0.030000,1477.000000,2024-12-23 16:26:42
-0.030000,1477.000000,2024-12-23 16:26:42
-0.030000,1477.000000,2024-12-23 16:26:42
-0.030000,1477.000000,2024-12-23 16:26:43
-0.030000,1477.000000,2024-12-23 16:26:43
-0.030000,1477.000000,2024-12-23 16:26:43
-0.030000,1477.000000,2024-12-23 16:26:43
-0.030000,1477.000000,2024-12-23 16:26:43
-0.030000,1477.000000,2024-12-23 16:26:43
-0.030000,1477.000000,2024-12-23 16:26:43
-0.030000,1477.000000,2024-12-23 16:26:43
-0.030000,1477.000000,2024-12-23 16:26:43
-0.030000,1477.000000,2024-12-23 16:26:43
-0.030000,1477.000000,2024-12-23 16:26:44
-0.030000,1477.000000,2024-12-23 16:26:44
-0.030000,1477.000000,2024-12-23 16:26:44
-0.030000,1477.000000,2024-12-23 16:26:44
-0.030000,1477.000000,2024-12-23 16:26:44
-0.030000,1477.000000,2024-12-23 16:26:44
-0.030000,1477.000000,2024-12-23 16:26:44
-0.030000,1477.000000,2024-12-23 16:26:44
-0.030000,1477.000000,2024-12-23 16:26:44
-0.030000,1477.000000,2024-12-23 16:26:44
-0.030000,1477.000000,2024-12-23 16:26:45
-0.030000,1477.000000,2024-12-23 16:26:45
-0.030000,1477.000000,2024-12-23 16:26:45
-0.030000,1477.000000,2024-12-23 16:26:45
-0.030000,1477.000000,2024-12-23 16:26:45
-0.030000,1477.000000,2024-12-23 16:26:45
-0.030000,1477.000000,2024-12-23 16:26:45
-0.030000,1477.000000,2024-12-23 16:26:45
-0.040000,1477.000000,2024-12-23 16:26:45
-0.040000,1477.000000,2024-12-23 16:26:45
-0.040000,1477.000000,2024-12-23 16:26:46
-0.040000,1477.000000,2024-12-23 16:26:46
-0.040000,1477.000000,2024-12-23 16:26:46
-0.040000,1477.000000,2024-12-23 16:26:46
-0.040000,1477.000000,2024-12-23 16:26:46
-0.040000,1477.000000,2024-12-23 16:26:46
-0.040000,1477.000000,2024-12-23 16:26:46
-0.040000,1477.000000,2024-12-23 16:26:46
-0.040000,1477.000000,2024-12-23 16:26:46
-0.050000,1477.000000,2024-12-23 16:26:46
-0.050000,1477.000000,2024-12-23 16:26:47
-0.050000,1477.000000,2024-12-23 16:26:47
-0.050000,1477.000000,2024-12-23 16:26:47
-0.050000,1477.000000,2024-12-23 16:26:47
-0.050000,1477.000000,2024-12-23 16:26:47
-0.050000,1477.000000,2024-12-23 16:26:47
-0.050000,1477.000000,2024-12-23 16:26:47
-0.060000,1477.000000,2024-12-23 16:26:47
-0.060000,1477.000000,2024-12-23 16:26:47
-0.060000,1477.000000,2024-12-23 16:26:47
-0.060000,1477.000000,2024-12-23 16:26:48
-0.060000,1477.000000,2024-12-23 16:26:48
-0.070000,1477.000000,2024-12-23 16:26:48
-0.070000,1477.000000,2024-12-23 16:26:48
-0.070000,1477.000000,2024-12-23 16:26:48
-0.070000,1477.000000,2024-12-23 16:26:48
-0.070000,1477.000000,2024-12-23 16:26:48
-0.080000,1477.000000,2024-12-23 16:26:48
-0.080000,1477.000000,2024-12-23 16:26:48
-0.080000,1477.000000,2024-12-23 16:26:48
-0.080000,1477.000000,2024-12-23 16:26:49
-0.090000,1477.000000,2024-12-23 16:26:49
-0.090000,1477.000000,2024-12-23 16:26:49
-0.090000,1477.000000,2024-12-23 16:26:49
-0.090000,1477.000000,2024-12-23 16:26:49
-0.100000,1477.000000,2024-12-23 16:26:49
-0.100000,1477.000000,2024-12-23 16:26:49
-0.100000,1477.000000,2024-12-23 16:26:49
-0.100000,1477.000000,2024-12-23 16:26:49
-0.100000,1477.000000,2024-12-23 16:26:49
-0.100000,1477.000000,2024-12-23 16:26:50
-0.100000,1477.000000,2024-12-23 16:26:50
-0.100000,1477.000000,2024-12-23 16:26:50
-0.100000,1477.000000,2024-12-23 16:26:50
-0.100000,1477.000000,2024-12-23 16:26:50
-0.100000,1477.000000,2024-12-23 16:26:50
-0.100000,1477.000000,2024-12-23 16:26:50
-0.100000,1477.000000,2024-12-23 16:26:50
-0.110000,1477.000000,2024-12-23 16:26:50
-0.110000,1477.000000,2024-12-23 16:26:50
-0.110000,1477.000000,2024-12-23 16:26:51
-0.120000,1477.000000,2024-12-23 16:26:51
-0.120000,1477.000000,2024-12-23 16:26:51
-0.120000,1477.000000,2024-12-23 16:26:51
-0.130000,1477.000000,2024-12-23 16:26:51
-0.130000,1477.000000,2024-12-23 16:26:51
-0.140000,1477.000000,2024-12-23 16:26:51
-0.140000,1477.000000,2024-12-23 16:26:51
-0.150000,1477.000000,2024-12-23 16:26:51
-0.160000,1477.000000,2024-12-23 16:26:51
-0.160000,1477.000000,2024-12-23 16:26:52
-0.170000,1477.000000,2024-12-23 16:26:52
-0.170000,1477.000000,2024-12-23 16:26:52
-0.170000,1477.000000,2024-12-23 16:26:52
-0.170000,1477.000000,2024-12-23 16:26:52
-0.170000,1477.000000,2024-12-23 16:26:52
-0.180000,1477.000000,2024-12-23 16:26:52
-0.180000,1477.000000,2024-12-23 16:26:52
-0.190000,1477.000000,2024-12-23 16:26:52
-0.190000,1477.000000,2024-12-23 16:26:52
-0.200000,1477.000000,2024-12-23 16:26:53
-0.210000,1477.000000,2024-12-23 16:26:53
-0.210000,1477.000000,2024-12-23 16:26:53
-0.220000,1477.000000,2024-12-23 16:26:53
-0.220000,1477.000000,2024-12-23 16:26:53
-0.220000,1477.000000,2024-12-23 16:26:53
-0.220000,1477.000000,2024-12-23 16:26:53
-0.220000,1477.000000,2024-12-23 16:26:53
-0.220000,1477.000000,2024-12-23 16:26:53
-0.220000,1477.000000,2024-12-23 16:26:53
-0.220000,1477.000000,2024-12-23 16:26:54
-0.220000,1477.000000,2024-12-23 16:26:54
-0.220000,1477.000000,2024-12-23 16:26:54
-0.220000,1477.000000,2024-12-23 16:26:54
-0.220000,1477.000000,2024-12-23 16:26:54
-0.220000,1478.000000,2024-12-23 16:26:54
-0.220000,1477.000000,2024-12-23 16:26:54
-0.220000,1477.000000,2024-12-23 16:26:54
-0.210000,1477.000000,2024-12-23 16:26:54
-0.210000,1477.000000,2024-12-23 16:26:54
-0.210000,1477.000000,2024-12-23 16:26:55
-0.210000,1477.000000,2024-12-23 16:26:55
-0.210000,1477.000000,2024-12-23 16:26:55
-0.210000,1477.000000,2024-12-23 16:26:55
-0.210000,1477.000000,2024-12-23 16:26:55
-0.210000,1477.000000,2024-12-23 16:26:55
-0.210000,1477.000000,2024-12-23 16:26:55
-0.210000,1477.000000,2024-12-23 16:26:55
-0.210000,1477.000000,2024-12-23 16:26:55
-0.200000,1477.000000,2024-12-23 16:26:55
-0.200000,1477.000000,2024-12-23 16:26:56
-0.200000,1478.000000,2024-12-23 16:26:56
-0.200000,1478.000000,2024-12-23 16:26:56
-0.200000,1478.000000,2024-12-23 16:26:56
-0.200000,1477.000000,2024-12-23 16:26:56
-0.200000,1477.000000,2024-12-23 16:26:56
-0.200000,1477.000000,2024-12-23 16:26:56
-0.200000,1477.000000,2024-12-23 16:26:56
-0.200000,1477.000000,2024-12-23 16:26:56
-0.200000,1477.000000,2024-12-23 16:26:57
-0.200000,1477.000000,2024-12-23 16:26:57
-0.200000,1477.000000,2024-12-23 16:26:57
-0.200000,1477.000000,2024-12-23 16:26:57
-0.200000,1477.000000,2024-12-23 16:26:57
-0.200000,1477.000000,2024-12-23 16:26:57
-0.200000,1477.000000,2024-12-23 16:26:57
-0.200000,1477.000000,2024-12-23 16:26:57
-0.200000,1477.000000,2024-12-23 16:26:57
-0.200000,1477.000000,2024-12-23 16:26:57
-0.200000,1477.000000,2024-12-23 16:26:58
-0.200000,1477.000000,2024-12-23 16:26:58
-0.200000,1478.000000,2024-12-23 16:26:58
-0.200000,1477.000000,2024-12-23 16:26:58
-0.200000,1477.000000,2024-12-23 16:26:58
-0.200000,1477.000000,2024-12-23 16:26:58
-0.200000,1477.000000,2024-12-23 16:26:58
-0.200000,1477.000000,2024-12-23 16:26:58
-0.200000,1477.000000,2024-12-23 16:26:58
-0.200000,1477.000000,2024-12-23 16:26:58
-0.200000,1477.000000,2024-12-23 16:26:59
-0.200000,1477.000000,2024-12-23 16:26:59
-0.210000,1477.000000,2024-12-23 16:26:59
-0.210000,1477.000000,2024-12-23 16:26:59
-0.210000,1477.000000,2024-12-23 16:26:59
-0.210000,1477.000000,2024-12-23 16:26:59
-0.210000,1477.000000,2024-12-23 16:26:59
-0.210000,1477.000000,2024-12-23 16:26:59
-0.210000,1477.000000,2024-12-23 16:26:59
-0.210000,1477.000000,2024-12-23 16:26:59
-0.210000,1477.000000,2024-12-23 16:27:00
-0.210000,1477.000000,2024-12-23 16:27:00
-0.210000,1477.000000,2024-12-23 16:27:00
-0.210000,1477.000000,2024-12-23 16:27:00
-0.210000,1477.000000,2024-12-23 16:27:00
-0.210000,1477.000000,2024-12-23 16:27:00
-0.200000,1477.000000,2024-12-23 16:27:00
-0.200000,1477.000000,2024-12-23 16:27:00
-0.200000,1477.000000,2024-12-23 16:27:00
-0.200000,1477.000000,2024-12-23 16:27:00
-0.200000,1477.000000,2024-12-23 16:27:01
-0.200000,1477.000000,2024-12-23 16:27:01
-0.200000,1477.000000,2024-12-23 16:27:01
-0.200000,1477.000000,2024-12-23 16:27:01
-0.200000,1477.000000,2024-12-23 16:27:01
-0.200000,1477.000000,2024-12-23 16:27:01
-0.200000,1477.000000,2024-12-23 16:27:01
-0.200000,1477.000000,2024-12-23 16:27:01
-0.200000,1477.000000,2024-12-23 16:27:01
-0.200000,1477.000000,2024-12-23 16:27:01
-0.200000,1477.000000,2024-12-23 16:27:02
-0.200000,1477.000000,2024-12-23 16:27:02
-0.200000,1477.000000,2024-12-23 16:27:02
-0.200000,1477.000000,2024-12-23 16:27:02
-0.200000,1477.000000,2024-12-23 16:27:02
-0.200000,1478.000000,2024-12-23 16:27:02
-0.200000,1477.000000,2024-12-23 16:27:02
-0.200000,1477.000000,2024-12-23 16:27:02
-0.200000,1478.000000,2024-12-23 16:27:02
-0.200000,1478.000000,2024-12-23 16:27:02
-0.200000,1477.000000,2024-12-23 16:27:03
-0.200000,1477.000000,2024-12-23 16:27:03
-0.200000,1477.000000,2024-12-23 16:27:03
-0.200000,1477.000000,2024-12-23 16:27:03
-0.200000,1477.000000,2024-12-23 16:27:03
-0.200000,1477.000000,2024-12-23 16:27:03
-0.200000,1478.000000,2024-12-23 16:27:03
-0.200000,1477.000000,2024-12-23 16:27:03
-0.200000,1477.000000,2024-12-23 16:27:03
-0.200000,1477.000000,2024-12-23 16:27:03
-0.200000,1477.000000,2024-12-23 16:27:04
-0.200000,1477.000000,2024-12-23 16:27:04
-0.200000,1477.000000,2024-12-23 16:27:04
-0.200000,1477.000000,2024-12-23 16:27:04
-0.200000,1477.000000,2024-12-23 16:27:04
-0.200000,1477.000000,2024-12-23 16:27:04
-0.200000,1477.000000,2024-12-23 16:27:04
-0.200000,1478.000000,2024-12-23 16:27:04
-0.200000,1478.000000,2024-12-23 16:27:04
-0.200000,1477.000000,2024-12-23 16:27:04
-0.200000,1477.000000,2024-12-23 16:27:05
-0.200000,1477.000000,2024-12-23 16:27:05
-0.200000,1477.000000,2024-12-23 16:27:05
-0.200000,1477.000000,2024-12-23 16:27:05
-0.200000,1477.000000,2024-12-23 16:27:05
-0.200000,1477.000000,2024-12-23 16:27:05
-0.200000,1477.000000,2024-12-23 16:27:05
-0.200000,1477.000000,2024-12-23 16:27:05
-0.200000,1477.000000,2024-12-23 16:27:05
-0.200000,1477.000000,2024-12-23 16:27:05
-0.200000,1477.000000,2024-12-23 16:27:06
-0.200000,1477.000000,2024-12-23 16:27:06
-0.200000,1478.000000,2024-12-23 16:27:06
-0.200000,1478.000000,2024-12-23 16:27:06
-0.200000,1478.000000,2024-12-23 16:27:06
-0.200000,1477.000000,2024-12-23 16:27:06
-0.200000,1478.000000,2024-12-23 16:27:06
-0.200000,1478.000000,2024-12-23 16:27:06
-0.200000,1477.000000,2024-12-23 16:27:06
-0.200000,1477.000000,2024-12-23 16:27:06
-0.200000,1478.000000,2024-12-23 16:27:07
-0.200000,1478.000000,2024-12-23 16:27:07
-0.200000,1478.000000,2024-12-23 16:27:07
-0.200000,1478.000000,2024-12-23 16:27:07
-0.200000,1477.000000,2024-12-23 16:27:07
-0.200000,1477.000000,2024-12-23 16:27:07
-0.200000,1477.000000,2024-12-23 16:27:07
-0.200000,1478.000000,2024-12-23 16:27:07
-0.200000,1477.000000,2024-12-23 16:27:07
-0.200000,1477.000000,2024-12-23 16:27:07
-0.200000,1478.000000,2024-12-23 16:27:08
-0.200000,1477.000000,2024-12-23 16:27:08
-0.200000,1477.000000,2024-12-23 16:27:08
-0.200000,1477.000000,2024-12-23 16:27:08
-0.200000,1478.000000,2024-12-23 16:27:08
-0.200000,1477.000000,2024-12-23 16:27:08
-0.200000,1477.000000,2024-12-23 16:27:08
-0.200000,1477.000000,2024-12-23 16:27:08
-0.200000,1477.000000,2024-12-23 16:27:08
-0.200000,1477.000000,2024-12-23 16:27:08
-0.200000,1477.000000,2024-12-23 16:27:09
-0.200000,1477.000000,2024-12-23 16:27:09
-0.200000,1477.000000,2024-12-23 16:27:09
-0.200000,1477.000000,2024-12-23 16:27:09
-0.200000,1477.000000,2024-12-23 16:27:09
-0.200000,1478.000000,2024-12-23 16:27:09
-0.200000,1477.000000,2024-12-23 16:27:09
-0.200000,1477.000000,2024-12-23 16:27:09
-0.200000,1477.000000,2024-12-23 16:27:09
-0.200000,1477.000000,2024-12-23 16:27:09
-0.200000,1477.000000,2024-12-23 16:27:10
-0.200000,1477.000000,2024-12-23 16:27:10
-0.200000,1477.000000,2024-12-23 16:27:10
-0.200000,1478.000000,2024-12-23 16:27:10
-0.200000,1478.000000,2024-12-23 16:27:10
-0.200000,1477.000000,2024-12-23 16:27:10
-0.200000,1477.000000,2024-12-23 16:27:10
